timestamp_unix_s,elapsed_s,gpu_util_pct,memory_used_mib,power_w,sm_clock_mhz,mem_clock_mhz,temperature_c,vllm_running,vllm_waiting,vllm_waiting_capacity,vllm_waiting_deferred,vllm_kv_cache_usage,vllm_preemptions_total
1786954856.4879038,0.025244398042559624,0,28486.0625,275.135,2887,13801,54,0.0,0.0,0.0,0.0,0.0,0.0
1786954856.6769116,0.2142516765743494,0,28486.0625,275.135,2887,13801,54,0.0,0.0,0.0,0.0,0.0,0.0
1786954856.8776789,0.4150185864418745,0,28486.0625,275.135,2887,13801,54,0.0,0.0,0.0,0.0,0.0,0.0
1786954857.0937455,0.6310983914881945,0,28486.0625,275.135,2887,13801,54,0.0,0.0,0.0,0.0,0.0,0.0
1786954857.2795446,0.8168846629559994,0,28486.0625,100.374,2887,13801,53,16.0,0.0,0.0,0.0,0.0130328536519142,0.0
1786954857.478077,1.0154169127345085,0,28486.0625,100.374,2887,13801,53,16.0,0.0,0.0,0.0,0.017377138202552267,0.0
1786954857.678116,1.21545578725636,91,28486.0625,256.639,2842,13801,62,16.0,0.0,0.0,0.0,0.021721422753190334,0.0
1786954857.8778837,1.415223328396678,91,28486.0625,256.639,2842,13801,62,16.0,0.0,0.0,0.0,0.0260657073038284,0.0
1786954858.0778575,1.6151976212859154,91,28486.0625,256.639,2842,13801,62,0.0,0.0,0.0,0.0,0.0,0.0
1786954858.2783551,1.8156949318945408,91,28486.0625,458.802,2827,13801,62,0.0,0.0,0.0,0.0,0.0,0.0
1786954858.479557,2.0168968457728624,91,28486.0625,458.802,2827,13801,62,11.0,0.0,0.0,0.0,0.008417051316861213,0.0
1786954858.6816206,2.218960002064705,92,28486.0625,384.125,2880,13801,64,16.0,0.0,0.0,0.0,0.016019549280477885,0.0
1786954858.8798628,2.4172028992325068,92,28486.0625,384.125,2880,13801,64,16.0,0.0,0.0,0.0,0.02036383383111595,0.0
1786954859.0802438,2.6175836361944675,92,28486.0625,384.125,2880,13801,64,16.0,0.0,0.0,0.0,0.02470811838175402,0.0
