timestamp_unix_s,elapsed_s,gpu_util_pct,memory_used_mib,power_w,sm_clock_mhz,mem_clock_mhz,temperature_c,vllm_running,vllm_waiting,vllm_waiting_capacity,vllm_waiting_deferred,vllm_kv_cache_usage,vllm_preemptions_total
1787547840.1099348,0.035067103803157806,0,28207.9375,305.423,2925,13801,40,0.0,0.0,0.0,0.0,0.0,0.0
1787547840.2870634,0.212195985019207,0,28207.9375,305.423,2925,13801,40,0.0,0.0,0.0,0.0,0.0,0.0
1787547840.4874048,0.41253699362277985,0,28207.9375,305.423,2925,13801,40,4.0,0.0,0.0,0.0,0.001162959732519231,0.0
1787547840.6911166,0.6162487380206585,0,28207.9375,305.423,2925,13801,40,4.0,0.0,0.0,0.0,0.002325919465038573,0.0
1787547840.89092,0.8160522952675819,0,28207.9375,208.761,2902,13801,47,4.0,0.0,0.0,0.0,0.0034888791975578037,0.0
1787547841.0925882,1.0177206173539162,0,28207.9375,208.761,2902,13801,47,0.0,0.0,0.0,0.0,0.0,0.0
1787547841.284483,1.20961519703269,0,28207.9375,288.674,2895,13801,42,4.0,0.0,0.0,0.0,0.001453699665649122,0.0
1787547841.4916885,1.416820827871561,0,28207.9375,288.674,2895,13801,42,4.0,0.0,0.0,0.0,0.002616659398168353,0.0
1787547841.6914237,1.6165559403598309,0,28207.9375,288.674,2895,13801,42,4.0,0.0,0.0,0.0,0.0034888791975578037,0.0
1787547841.8906336,1.8157656975090504,0,28207.9375,369.458,2895,13801,50,0.0,0.0,0.0,0.0,0.0,0.0
1787547842.0913668,2.016498878598213,0,28207.9375,369.458,2895,13801,50,4.0,0.0,0.0,0.0,0.0017444395987789019,0.0
1787547842.2909064,2.2160386107861996,100,28207.9375,384.058,2887,13801,49,4.0,0.0,0.0,0.0,0.0029073993312981328,0.0
1787547842.492287,2.4174190275371075,100,28207.9375,384.058,2887,13801,49,2.0,0.0,0.0,0.0,0.002035179531908682,0.0
1787547842.6909878,2.616119869053364,100,28207.9375,384.058,2887,13801,49,1.0,0.0,0.0,0.0,0.00029073993312977997,0.0
1787547842.8913643,2.816496543586254,100,28207.9375,351.134,2895,13801,47,4.0,0.0,0.0,0.0,0.002325919465038573,0.0
1787547843.098134,3.023266438394785,100,28207.9375,351.134,2895,13801,47,4.0,0.0,0.0,0.0,0.0033435092309929137,0.0
1787547843.2893233,3.214455496519804,100,28207.9375,390.226,2895,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1787547843.4933314,3.4184638634324074,100,28207.9375,390.226,2895,13801,51,4.0,0.0,0.0,0.0,0.0013083296990841209,0.0
1787547843.6927583,3.6178905591368675,100,28207.9375,390.226,2895,13801,51,4.0,0.0,0.0,0.0,0.002471289431603463,0.0
1787547843.8939896,3.8191219568252563,100,28207.9375,382.987,2880,13801,51,4.0,0.0,0.0,0.0,0.0036342491641226937,0.0
1787547844.0892382,4.01437060162425,100,28207.9375,382.987,2880,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1787547844.2914891,4.216621335595846,0,28207.9375,359.007,2895,13801,51,4.0,0.0,0.0,0.0,0.0018898095653437919,0.0
1787547844.4934757,4.41860780864954,0,28207.9375,359.007,2895,13801,51,4.0,0.0,0.0,0.0,0.0029073993312981328,0.0
1787547844.6904335,4.615565903484821,0,28207.9375,359.007,2895,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1787547844.8945038,4.819636050611734,0,28207.9375,389.04,2895,13801,52,4.0,0.0,0.0,0.0,0.0013083296990841209,0.0
1787547845.0981512,5.0232834815979,0,28207.9375,389.04,2895,13801,52,4.0,0.0,0.0,0.0,0.002471289431603463,0.0
1787547845.2945595,5.219691675156355,100,28207.9375,404.154,2887,13801,52,4.0,0.0,0.0,0.0,0.0036342491641226937,0.0
1787547845.4922369,5.417369168251753,100,28207.9375,404.154,2887,13801,52,0.0,0.0,0.0,0.0,0.0,0.0
1787547845.6938627,5.618994899094105,100,28207.9375,404.154,2887,13801,52,4.0,0.0,0.0,0.0,0.0018898095653437919,0.0
1787547845.8938673,5.8189995512366295,100,28207.9375,375.242,2902,13801,52,4.0,0.0,0.0,0.0,0.0030527692978630228,0.0
1787547846.0935109,6.018643327057362,100,28207.9375,375.242,2902,13801,52,2.0,0.0,0.0,0.0,0.002035179531908682,0.0
1787547846.2956283,6.220760926604271,100,28207.9375,377.627,2895,13801,48,4.0,0.0,0.0,0.0,0.0013083296990841209,0.0
1787547846.4945724,6.419704597443342,100,28207.9375,377.627,2895,13801,48,4.0,0.0,0.0,0.0,0.002471289431603463,0.0
1787547846.6932158,6.618348091840744,100,28207.9375,377.627,2895,13801,48,4.0,0.0,0.0,0.0,0.0036342491641226937,0.0
1787547846.8906903,6.815822336822748,100,28207.9375,417.948,2887,13801,53,0.0,0.0,0.0,0.0,0.0,0.0
1787547847.092182,7.01731425896287,100,28207.9375,417.948,2887,13801,53,4.0,0.0,0.0,0.0,0.0015990696322140119,0.0
1787547847.2927434,7.217875849455595,99,28207.9375,373.981,2902,13801,52,4.0,0.0,0.0,0.0,0.002471289431603463,0.0
1787547847.492531,7.41766332834959,99,28207.9375,373.981,2902,13801,52,3.0,0.0,0.0,0.0,0.002616659398168353,0.0
1787547847.6919954,7.617127705365419,99,28207.9375,373.981,2902,13801,52,1.0,0.0,0.0,0.0,0.00043610989969466996,0.0
1787547847.893974,7.8191061951220036,99,28207.9375,382.876,2895,13801,52,4.0,0.0,0.0,0.0,0.0018898095653437919,0.0
1787547848.0943239,8.01945686712861,99,28207.9375,382.876,2895,13801,52,4.0,0.0,0.0,0.0,0.0030527692978630228,0.0
1787547848.2954588,8.220591880381107,100,28207.9375,417.819,2887,13801,54,3.0,0.0,0.0,0.0,0.0029073993312981328,0.0
