timestamp_unix_s,elapsed_s,gpu_util_pct,memory_used_mib,power_w,sm_clock_mhz,mem_clock_mhz,temperature_c,vllm_running,vllm_waiting,vllm_waiting_capacity,vllm_waiting_deferred,vllm_kv_cache_usage,vllm_preemptions_total
1786954822.0232306,0.025620847940444946,0,28486.0625,229.808,2902,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1786954822.212171,0.21456104330718517,0,28486.0625,229.808,2902,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1786954822.4130478,0.4154378492385149,0,28486.0625,229.808,2902,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1786954822.6135035,0.6158928405493498,0,28486.0625,229.808,2902,13801,51,4.0,0.0,0.0,0.0,0.004344284550638067,0.0
1786954822.8129437,0.8153325766324997,0,28486.0625,140.772,2902,13801,58,4.0,0.0,0.0,0.0,0.005430355688297639,0.0
1786954823.0148904,1.0172788295894861,0,28486.0625,140.772,2902,13801,58,4.0,0.0,0.0,0.0,0.007602497963616672,0.0
1786954823.2124438,1.214832216501236,53,28486.0625,276.853,2872,13801,60,0.0,0.0,0.0,0.0,0.0,0.0
1786954823.413682,1.4160701092332602,53,28486.0625,276.853,2872,13801,60,0.0,0.0,0.0,0.0,0.0,0.0
1786954823.6131983,1.615586243569851,53,28486.0625,276.853,2872,13801,60,4.0,0.0,0.0,0.0,0.004344284550638067,0.0
1786954823.8124115,1.8147997502237558,53,28486.0625,293.703,2895,13801,59,4.0,0.0,0.0,0.0,0.005701873472712449,0.0
1786954824.0185022,2.0208900328725576,53,28486.0625,293.703,2895,13801,59,3.0,0.0,0.0,0.0,0.005701873472712449,0.0
1786954824.212638,2.21502616815269,4,28486.0625,279.301,2872,13801,54,0.0,0.0,0.0,0.0,0.0,0.0
1786954824.4150922,2.4174804855138063,4,28486.0625,279.301,2872,13801,54,1.0,0.0,0.0,0.0,0.0010860711376595722,0.0
1786954824.613532,2.6159200575202703,4,28486.0625,279.301,2872,13801,54,4.0,0.0,0.0,0.0,0.0046158023350529875,0.0
1786954824.815281,2.8176686745136976,4,28486.0625,313.266,2880,13801,57,4.0,0.0,0.0,0.0,0.0059733912571273695,0.0
1786954825.0133173,3.0157054774463177,4,28486.0625,313.266,2880,13801,57,0.0,0.0,0.0,0.0,0.0,0.0
1786954825.2148333,3.217221461236477,0,28486.0625,307.551,2872,13801,54,1.0,0.0,0.0,0.0,0.0008145533532446514,0.0
1786954825.4162955,3.418683474883437,0,28486.0625,307.551,2872,13801,54,4.0,0.0,0.0,0.0,0.0035297311973934153,0.0
1786954825.615932,3.618319783359766,0,28486.0625,307.551,2872,13801,54,4.0,0.0,0.0,0.0,0.005701873472712449,0.0
1786954825.8144855,3.816873399540782,0,28486.0625,337.674,2872,13801,58,3.0,0.0,0.0,0.0,0.004887320119467797,0.0
1786954826.014235,4.016624126583338,0,28486.0625,337.674,2872,13801,58,0.0,0.0,0.0,0.0,0.0,0.0
1786954826.2179146,4.220303140580654,0,28486.0625,291.573,2872,13801,53,1.0,0.0,0.0,0.0,0.0008145533532446514,0.0
1786954826.414815,4.417202999815345,0,28486.0625,291.573,2872,13801,53,4.0,0.0,0.0,0.0,0.004344284550638067,0.0
1786954826.6159484,4.618336338549852,0,28486.0625,291.573,2872,13801,53,4.0,0.0,0.0,0.0,0.005701873472712449,0.0
1786954826.8147707,4.817158702760935,0,28486.0625,316.402,2872,13801,57,3.0,0.0,0.0,0.0,0.005430355688297639,0.0
1786954827.014106,5.016493929550052,0,28486.0625,316.402,2872,13801,57,0.0,0.0,0.0,0.0,0.0,0.0
1786954827.2169392,5.219327127560973,0,28486.0625,310.619,2872,13801,53,1.0,0.0,0.0,0.0,0.0008145533532446514,0.0
1786954827.4157887,5.418177418410778,0,28486.0625,310.619,2872,13801,53,4.0,0.0,0.0,0.0,0.0046158023350529875,0.0
1786954827.6151316,5.61752044968307,0,28486.0625,310.619,2872,13801,53,4.0,0.0,0.0,0.0,0.005701873472712449,0.0
1786954827.8145604,5.816948801279068,0,28486.0625,321.174,2872,13801,59,3.0,0.0,0.0,0.0,0.005701873472712449,0.0
1786954828.0145574,6.016945585608482,0,28486.0625,321.174,2872,13801,59,0.0,0.0,0.0,0.0,0.0,0.0
1786954828.2143986,6.216786969453096,0,28486.0625,303.056,2880,13801,53,0.0,0.0,0.0,0.0,0.0,0.0
