timestamp_unix_s,elapsed_s,gpu_util_pct,memory_used_mib,power_w,sm_clock_mhz,mem_clock_mhz,temperature_c,vllm_running,vllm_waiting,vllm_waiting_capacity,vllm_waiting_deferred,vllm_kv_cache_usage,vllm_preemptions_total
1786953817.6591084,0.02015840820968151,0,28282.0625,223.719,2895,13801,45,0.0,0.0,0.0,0.0,0.0,0.0
1786953817.8536735,0.21472305990755558,0,28282.0625,223.719,2895,13801,45,0.0,0.0,0.0,0.0,0.0,0.0
1786953818.0532084,0.414258174598217,0,28282.0625,223.719,2895,13801,45,0.0,0.0,0.0,0.0,0.0,0.0
1786953818.2545466,0.6155962850898504,0,28282.0625,223.719,2895,13801,45,2.0,0.0,0.0,0.0,0.0019006244909041126,0.0
1786953818.4536645,0.814714178442955,0,28282.0625,108.645,2895,13801,48,2.0,0.0,0.0,0.0,0.002715177844148764,0.0
1786953818.6547287,1.0157781541347504,0,28282.0625,108.645,2895,13801,48,2.0,0.0,0.0,0.0,0.0035297311973934153,0.0
1786953818.8540745,1.2151244822889566,77,28282.0625,218.702,2887,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1786953819.055582,1.4166317824274302,77,28282.0625,218.702,2887,13801,51,2.0,0.0,0.0,0.0,0.0016291067064893028,0.0
1786953819.254299,1.6153486501425505,77,28282.0625,218.702,2887,13801,51,2.0,0.0,0.0,0.0,0.002715177844148764,0.0
1786953819.4548697,1.8159194812178612,77,28282.0625,266.207,2887,13801,51,2.0,0.0,0.0,0.0,0.0032582134129786056,0.0
1786953819.6574428,2.018492667004466,77,28282.0625,266.207,2887,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1786953819.855184,2.21623370423913,14,28282.0625,260.357,2895,13801,47,1.0,0.0,0.0,0.0,0.0005430355688297306,0.0
1786953820.0563283,2.4173777159303427,14,28282.0625,260.357,2895,13801,47,2.0,0.0,0.0,0.0,0.0021721422753190334,0.0
1786953820.2568545,2.6179045140743256,14,28282.0625,260.357,2895,13801,47,2.0,0.0,0.0,0.0,0.0032582134129786056,0.0
1786953820.4548063,2.8158557917922735,14,28282.0625,272.59,2887,13801,52,0.0,0.0,0.0,0.0,0.0,0.0
1786953820.6551273,3.016177088022232,14,28282.0625,272.59,2887,13801,52,0.0,0.0,0.0,0.0,0.0,0.0
1786953820.8570955,3.218145351856947,0,28282.0625,229.452,2895,13801,46,2.0,0.0,0.0,0.0,0.0016291067064893028,0.0
1786953821.0551422,3.4161919709295034,0,28282.0625,229.452,2895,13801,46,2.0,0.0,0.0,0.0,0.002715177844148764,0.0
1786953821.2564516,3.61750122718513,0,28282.0625,229.452,2895,13801,46,2.0,0.0,0.0,0.0,0.0032582134129786056,0.0
1786953821.4550858,3.8161354064941406,0,28282.0625,264.103,2887,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1786953821.6557941,4.016843879595399,0,28282.0625,264.103,2887,13801,51,1.0,0.0,0.0,0.0,0.0005430355688297306,0.0
1786953821.8557196,4.216769210994244,36,28282.0625,249.5,2895,13801,50,2.0,0.0,0.0,0.0,0.0021721422753190334,0.0
1786953822.0592837,4.420333027839661,36,28282.0625,249.5,2895,13801,50,2.0,0.0,0.0,0.0,0.0032582134129786056,0.0
1786953822.2556806,4.616730038076639,36,28282.0625,249.5,2895,13801,50,0.0,0.0,0.0,0.0,0.0,0.0
1786953822.4547994,4.815848704427481,36,28282.0625,271.387,2887,13801,51,0.0,0.0,0.0,0.0,0.0,0.0
1786953822.6573114,5.018360745161772,36,28282.0625,271.387,2887,13801,51,2.0,0.0,0.0,0.0,0.0016291067064893028,0.0
1786953822.8563552,5.217404520139098,55,28282.0625,255.621,2895,13801,52,2.0,0.0,0.0,0.0,0.002715177844148764,0.0
1786953823.0564318,5.417481157928705,55,28282.0625,255.621,2895,13801,52,2.0,0.0,0.0,0.0,0.0032582134129786056,0.0
1786953823.2556484,5.616697834804654,55,28282.0625,255.621,2895,13801,52,0.0,0.0,0.0,0.0,0.0,0.0
1786953823.4553766,5.8164259772747755,55,28282.0625,252.65,2887,13801,48,0.0,0.0,0.0,0.0,0.0,0.0
1786953823.6573792,6.01842868886888,55,28282.0625,252.65,2887,13801,48,2.0,0.0,0.0,0.0,0.0016291067064893028,0.0
