timestamp_unix_s,elapsed_s,gpu_util_pct,memory_used_mib,power_w,sm_clock_mhz,mem_clock_mhz,temperature_c,vllm_running,vllm_waiting,vllm_waiting_capacity,vllm_waiting_deferred,vllm_kv_cache_usage,vllm_preemptions_total
1787397164.3725579,0.021218281239271164,0,28481.9375,333.185,2925,13801,43,0.0,0.0,0.0,0.0,0.0,0.0
1787397164.5658474,0.21450749039649963,0,28481.9375,333.185,2925,13801,43,0.0,0.0,0.0,0.0,0.0,0.0
1787397164.7656565,0.414316825568676,0,28481.9375,333.185,2925,13801,43,3.0,0.0,0.0,0.0,0.002443660059733954,0.0
1787397164.9700265,0.61868666857481,0,28481.9375,333.185,2925,13801,43,16.0,0.0,0.0,0.0,0.014118924789573772,0.0
1787397165.1670022,0.8156621120870113,0,28481.9375,200.979,2910,13801,55,16.0,0.0,0.0,0.0,0.01982079826228622,0.0
1787397165.3662465,1.0149062313139439,0,28481.9375,200.979,2910,13801,55,16.0,0.0,0.0,0.0,0.022807493890849906,0.0
1787397165.5664768,1.2151369154453278,95,28481.9375,349.585,2857,13801,57,13.0,0.0,0.0,0.0,0.022807493890849906,0.0
1787397165.7660882,1.4147481136023998,95,28481.9375,349.585,2857,13801,57,0.0,0.0,0.0,0.0,0.0,0.0
1787397165.9686863,1.6173463091254234,95,28481.9375,349.585,2857,13801,57,8.0,0.0,0.0,0.0,0.007059462394786831,0.0
1787397166.1663692,1.8150290623307228,95,28481.9375,451.276,2887,13801,54,16.0,0.0,0.0,0.0,0.017648655986967188,0.0
1787397166.3679793,2.0166391357779503,95,28481.9375,451.276,2887,13801,54,16.0,0.0,0.0,0.0,0.021721422753190334,0.0
1787397166.5696619,2.2183218486607075,93,28481.9375,449.147,2865,13801,55,16.0,0.0,0.0,0.0,0.024165082812924288,0.0
1787397166.7714598,2.4201198555529118,93,28481.9375,449.147,2865,13801,55,9.0,0.0,0.0,0.0,0.017105620418137346,0.0
1787397166.9669738,2.6156335175037384,93,28481.9375,449.147,2865,13801,55,2.0,0.0,0.0,0.0,0.0019006244909041126,0.0
1787397167.167055,2.8157148733735085,93,28481.9375,474.596,2865,13801,52,8.0,0.0,0.0,0.0,0.0073309801792017515,0.0
1787397167.3709292,3.019589062780142,93,28481.9375,474.596,2865,13801,52,16.0,0.0,0.0,0.0,0.017648655986967188,0.0
1787397167.5674706,3.2161306776106358,93,28481.9375,455.86,2872,13801,56,16.0,0.0,0.0,0.0,0.021992940537605254,0.0
1787397167.7717896,3.420458197593689,93,28481.9375,455.86,2872,13801,56,14.0,0.0,0.0,0.0,0.022264458322020064,0.0
1787397167.9715354,3.6201953068375587,93,28481.9375,455.86,2872,13801,56,9.0,0.0,0.0,0.0,0.015748031496062964,0.0
1787397168.1687562,3.817416090518236,93,28481.9375,462.808,2872,13801,55,2.0,0.0,0.0,0.0,0.002443660059733954,0.0
1787397168.3671033,4.015763208270073,93,28481.9375,462.808,2872,13801,55,14.0,0.0,0.0,0.0,0.012218300298669549,0.0
1787397168.5687013,4.217361155897379,93,28481.9375,471.875,2895,13801,57,15.0,0.0,0.0,0.0,0.016834102633722536,0.0
1787397168.7704327,4.419092737138271,93,28481.9375,471.875,2895,13801,57,15.0,0.0,0.0,0.0,0.020906869399945682,0.0
1787397168.970336,4.618995729833841,93,28481.9375,471.875,2895,13801,57,15.0,0.0,0.0,0.0,0.023622047244094446,0.0
1787397169.1694312,4.818091098219156,93,28481.9375,467.644,2865,13801,58,6.0,0.0,0.0,0.0,0.009503122454520785,0.0
1787397169.368396,5.017055992037058,93,28481.9375,467.644,2865,13801,58,2.0,0.0,0.0,0.0,0.0029866956285636848,0.0
1787397169.5722544,5.220914497971535,82,28481.9375,469.766,2887,13801,56,7.0,0.0,0.0,0.0,0.0073309801792017515,0.0
1787397169.771051,5.419710800051689,82,28481.9375,469.766,2887,13801,56,14.0,0.0,0.0,0.0,0.014390442573988582,0.0
1787397169.9702687,5.618928596377373,82,28481.9375,469.766,2887,13801,56,15.0,0.0,0.0,0.0,0.01927776269345638,0.0
1787397170.1694345,5.818094428628683,82,28481.9375,457.877,2872,13801,58,16.0,0.0,0.0,0.0,0.024436600597339098,0.0
1787397170.3688867,6.0175467915833,82,28481.9375,457.877,2872,13801,58,12.0,0.0,0.0,0.0,0.020906869399945682,0.0
1787397170.5691063,6.217766497284174,92,28481.9375,473.326,2865,13801,56,2.0,0.0,0.0,0.0,0.0035297311973934153,0.0
1787397170.771295,6.419954873621464,92,28481.9375,473.326,2865,13801,56,6.0,0.0,0.0,0.0,0.004344284550638067,0.0
1787397170.9781556,6.6268153339624405,92,28481.9375,473.326,2865,13801,56,14.0,0.0,0.0,0.0,0.01248981808308447,0.0
1787397171.1706705,6.81933044269681,92,28481.9375,453.551,2887,13801,58,16.0,0.0,0.0,0.0,0.02009231604670103,0.0
1787397171.367687,7.016346495598555,92,28481.9375,453.551,2887,13801,58,16.0,0.0,0.0,0.0,0.024436600597339098,0.0
1787397171.5695865,7.218246273696423,93,28481.9375,455.278,2865,13801,58,10.0,0.0,0.0,0.0,0.016291067064892806,0.0
1787397171.7686176,7.4172775112092495,93,28481.9375,455.278,2865,13801,58,2.0,0.0,0.0,0.0,0.003801248981808336,0.0
1787397171.9693182,7.617977969348431,93,28481.9375,455.278,2865,13801,58,8.0,0.0,0.0,0.0,0.008145533532446403,0.0
1787397172.169336,7.817996095865965,93,28481.9375,477.816,2887,13801,57,10.0,0.0,0.0,0.0,0.01248981808308447,0.0
1787397172.3690283,8.017688307911158,93,28481.9375,477.816,2887,13801,57,16.0,0.0,0.0,0.0,0.021178387184360603,0.0
1787397172.5690398,8.21770003810525,93,28481.9375,469.262,2865,13801,59,15.0,0.0,0.0,0.0,0.024165082812924288,0.0
1787397172.7691762,8.417836241424084,93,28481.9375,469.262,2865,13801,59,9.0,0.0,0.0,0.0,0.014118924789573772,0.0
1787397172.9746134,8.623273499310017,93,28481.9375,469.262,2865,13801,59,4.0,0.0,0.0,0.0,0.002715177844148764,0.0
1787397173.1701493,8.818809237331152,93,28481.9375,471.985,2880,13801,55,9.0,0.0,0.0,0.0,0.009503122454520785,0.0
1787397173.3704405,9.019100364297628,93,28483.9375,471.985,2880,13801,55,16.0,0.0,0.0,0.0,0.01819169155579692,0.0
1787397173.5697887,9.218448512256145,93,28483.9375,467.917,2872,13801,59,15.0,0.0,0.0,0.0,0.0195492804778713,0.0
1787397173.7727957,9.421455431729555,93,28483.9375,467.917,2872,13801,59,12.0,0.0,0.0,0.0,0.01900624490904157,0.0
1787397173.9714859,9.620145838707685,93,28483.9375,467.917,2872,13801,59,9.0,0.0,0.0,0.0,0.014933478142818313,0.0
1787397174.170386,9.819046281278133,93,28483.9375,482.812,2865,13801,55,5.0,0.0,0.0,0.0,0.004344284550638067,0.0
1787397174.3776708,10.026330642402172,93,28483.9375,482.812,2865,13801,55,9.0,0.0,0.0,0.0,0.010046158023350515,0.0
1787397174.5735323,10.222192354500294,92,28483.9375,475.457,2880,13801,59,15.0,0.0,0.0,0.0,0.01819169155579692,0.0
1787397174.7734413,10.422101933509111,92,28483.9375,475.457,2880,13801,59,16.0,0.0,0.0,0.0,0.022807493890849906,0.0
1787397174.9701793,10.618839394301176,92,28483.9375,475.457,2880,13801,59,13.0,0.0,0.0,0.0,0.021721422753190334,0.0
1787397175.171643,10.82030325755477,92,28483.9375,475.608,2865,13801,60,8.0,0.0,0.0,0.0,0.014661960358403503,0.0
1787397175.3638284,11.012488506734371,92,28483.9375,475.608,2865,13801,60,8.0,0.0,0.0,0.0,0.0073309801792017515,0.0
